1066869360,3,649
1069547200,3,680
1070611920,1,523
1070612080,3,205
1072407520,1,73
1073089320,2,414
1075079680,3,216
1076760120,3,77
1077544120,2,128
1077678640,2,133
1080797520,1,71
1082048520,2,137
1084571400,1,611
1084572040,2,63
1086826960,3,168
1088285760,1,65
1089597320,1,267
1092815000,2,80
1093421280,2,356
1094304400,3,671
1094304560,1,243
1096323160,2,584
1096813560,3,81
1096949440,2,282
1100595440,3,709
1100697320,1,321
1100824560,3,273
1102914360,2,74
1104856240,3,65
1104920200,2,135
1106023080,3,277
1109994120,3,90
1109993800,2,342
1110423080,3,711
1110796240,1,120
1112685880,2,277
1113121320,3,257
1118694000,3,71
1119205320,1,117
1122581880,2,579
1122887040,2,551
1123760000,3,519
1125558480,1,245
1129465960,1,488
1129465960,3,506
1130432960,2,193
1132420520,2,93
1137498760,1,543
1140600560,2,128
1145224640,1,103
1145224240,2,525
1146252720,2,548
1148433440,3,636
1148433520,2,359
1149622400,1,86
1150652240,1,396
1155438960,2,53
1155438240,3,598
1160788640,3,111
1161860480,3,71
1163168600,1,157
1164698960,3,57
1164698640,2,102
1165647720,2,233
1165647600,3,528
1166558080,3,715
1167328680,3,358
1173041840,3,629
1175017040,2,164
1177071080,1,83
1178927160,3,634
1180190960,1,60
1186293560,1,98
1186871840,3,102
1187242680,3,54
1188086280,1,537
1188257560,2,82
1188742840,2,426
1188742840,1,497
1188742840,3,535
1189954680,2,196
1194208400,3,288
1199189720,2,330
1202802920,2,552
1204358800,1,104
1205815040,1,118
1205814840,3,242
1207093600,2,106
1208030400,2,570
1211641480,2,156
1213574640,2,199
1214841640,1,70
1216392960,3,610
1218150720,3,311
1221539040,1,242
1227062640,2,552
1233180640,2,61
1239269360,3,79
1240433360,1,62
1240945040,3,282
1242186120,3,425
1243532760,2,532
1243532840,3,494
1243864440,2,125
1246522800,3,61
1247737600,3,190
1247951880,3,106
1247980400,1,57
1247980280,3,75
1248341560,3,655
1248920720,3,161
1249058280,3,391
1251011120,2,565
1251011440,3,112
1254220120,2,517
1254808320,1,598
1256456680,2,138
1257564720,1,95
1264668240,2,561
1269911120,1,69
1269910560,2,522
1272005760,2,71
1272947240,2,200
1276803240,3,681
1277091920,1,51
1277708800,3,528
1279583920,1,70
1281935960,2,541
1285278960,1,67
1287399680,3,709
1287551920,3,57
1292038440,2,121
1292445000,2,190
1293973640,1,72
1295802640,2,530
1296093280,3,305
1296288160,2,333
1297277760,2,467
1297277720,3,523
1297277760,1,514
1298901320,3,68
1299007200,3,138
1301855560,2,221
1301896960,1,118
1304586160,2,220
1304976320,1,113
1305526800,3,51
1306326520,3,550
1309536640,1,73
1310140920,1,51
1310381280,2,529
1311166960,3,147
1311871800,1,83
1314609760,1,148
1317490000,2,125
1321452280,1,72
1321836520,3,89
1324922320,2,444
1325306920,2,228
1334804120,2,491
1334804320,3,196
1335819200,3,59
1336337200,1,511
1338020440,1,338
1338290720,2,176
1342753200,3,496
1346048840,1,566
1346662960,1,51
1348605360,2,209
1356751200,2,60
1356767880,3,59
1360635600,3,94
1363142400,3,416
1364415360,3,108
1365291280,2,191
1367866960,3,643
1368116720,3,101
1371173000,2,523
1372580920,2,74
1374004360,3,436
1374094960,2,121
1378521400,1,99
1378711520,2,192
1384102040,2,223
1386647960,3,175
1389512360,2,233
1389597520,2,91
1390036160,1,244
1391156920,1,71
1393924880,3,164
1395729120,2,214
1396074520,1,115
1406460840,3,93
1408707160,2,57
1411887280,3,736
1415071840,3,73
1424892320,3,106
1430341640,2,580
1431010440,2,66
1438494360,2,57
1439768000,2,135
1441089160,2,237
1441882840,2,435
1444622560,1,124
1444911960,2,80
1451906120,3,665
1452595520,3,117
1452632320,2,396
1452744760,2,61
1453046120,3,170
1453045960,2,354
1454054080,3,143
1455009960,2,213
1455706280,1,195
1455819400,2,82
1459727120,2,116
1460234680,1,213
1460742680,2,218
1462367320,1,292
1463477720,1,55
1465787440,3,127
1467029480,3,266
1467139480,3,670
1471669680,2,591
1472819400,3,84
1472819200,2,163
1472901480,1,64
1473673520,3,167
1473769760,3,79
1476584640,2,83
1485101200,2,102
1485101000,3,242
1487948680,3,66
1488308400,3,577
1490599600,1,357
1495451080,3,57
1500056640,2,510
1500065560,3,133
1500700960,3,459
1500700960,1,488
1500700960,2,519
1501372280,1,461
1503586560,2,121
1504805880,1,119
1505069880,2,502
1505069880,1,479
1505069880,3,526
1506091800,3,217
1507826080,2,171
1511196560,2,62
1513428280,1,554
1514322880,3,603
1514618000,2,168
1519203120,3,735
1519363080,1,581
1519817160,3,328
1520976920,1,62
1521972400,1,457
1525467240,2,504
1527570240,1,528
1529198680,2,298
1538350800,3,213
1540090840,3,56
1541570920,2,110
1541570880,3,151
1542382680,1,353
1542933240,3,673
1543286880,1,266
1544586000,1,465
1545439640,3,525
1545439680,1,525
1545439840,2,259
1551868360,3,300
1552305200,1,537
1554158920,3,60
1554536560,2,110
1555918000,2,603
1557141840,2,138
1557811640,3,80
1557928640,2,115
1559161520,3,163
1560302480,2,484
1560302480,3,508
1564440320,2,120
1566156240,3,71
1567067840,3,54
1570139560,1,71
1575502520,2,596
1575576280,2,62
1575919800,3,703
1576550440,1,205
1577734880,2,63
1579817240,3,287
1583500640,2,256
1585957200,3,659
1588700880,3,125
1590012880,1,612
1596653000,2,412
1596846120,2,55
1596866320,1,487
1596982800,2,51
1598002600,2,509
1601041640,2,56
1605770000,2,171
1606635240,2,654
1609282720,2,94
1609944240,3,90
1610084280,1,143
1612704680,2,199
1613341120,1,509
1614202520,2,228
1614965400,3,532
1614965440,1,462
1614965440,2,589
1617774680,1,149
1620012080,3,101
1620114640,3,113
1623450280,2,50
1623741040,1,51
1626240040,2,547
1629360800,1,274
1629375320,1,385
1629782160,3,688
1630232760,3,380
1631634160,3,364
1635907200,3,67
1636853040,1,50
1637423960,1,87
1637423920,2,99
1639582600,2,574
1639834400,1,260
1646819240,1,279
1646922440,1,354
1650081440,1,68
1650120040,3,74
1652512200,2,133
1652618360,3,152
1658876720,2,155
1658974320,3,94
1659879920,1,174
1660048640,3,68
1660048120,2,427
1662617240,3,230
1664686760,3,671
1665263720,3,59
1668469600,3,657
1669316400,2,65
1670350840,2,223
1676234480,1,419
1676425640,2,531
1677557280,2,491
1678220760,2,96
1679227560,3,140
1681560080,2,493
1682210800,2,62
1682557480,1,493
1682820920,3,538
1682820960,2,436
1689702440,2,625
1690307960,1,563
1693031960,2,114
1694903160,2,550
1694903320,3,253
1696277120,1,165
1699102960,1,404
1699861680,2,246
1703313360,2,126
1704283480,2,170
1705834200,2,213
1712835320,1,61
1719699320,3,166
1719736200,2,487
1721275760,1,318
1725942880,2,263
1727487480,3,50
1728950280,2,238
1731481840,3,87
1734488360,3,401
1734748760,2,137
1735252840,3,88
1738252120,2,202
1740563040,3,261
1741493080,3,82
1741492680,2,382
1748460920,2,85
1748899640,2,618
1749857680,2,541
1750008400,3,136
1750970920,1,103
1751542200,2,63
1751581520,2,55
1752290200,2,89
1756234360,3,586
1756617520,3,533
1756617600,1,358
1756825760,1,108
1757016800,3,74
1757963920,2,508
1757963920,3,505
1765418760,2,64
1765431920,1,72
1767788160,2,473
1769220680,1,303
1772271960,3,71
1774232640,3,575
1774232680,1,459
1774232640,2,468
1775113800,3,206
1789346520,3,66
1789710120,3,503
1795339880,2,605
1795339880,3,520
1795339960,1,582
1799983680,1,65
1806508680,2,526
1806508880,3,193
1806896880,1,311
1809907400,2,225
1810026160,2,57
1813210560,3,185
1814279640,1,73
1819510920,3,52
1820855520,1,55
1822353120,2,74
1822352840,1,193
1824347360,2,113
1825277280,2,581
1825573080,1,98
1828175640,1,332
1829412080,3,154
1829411840,1,439
1837759800,3,319
1839074320,2,78
1843222120,1,569
1843648000,3,60
1843647760,2,91
1844406760,3,733
1844765320,1,611
1844765480,2,246
1844765640,3,141
1845546920,3,106
1847908920,2,217
1849253960,2,67
1852488640,3,152
1855595280,2,623
1856055520,1,115
1860655080,2,227
1860725040,2,70
1860986880,2,481
1867272760,2,587
1867272800,1,579
1867272920,3,275
1867376080,1,392
1868325560,3,173
1869829240,2,577
1869829280,3,494
1870912480,2,80
1871028680,3,654
1873368400,2,445
1876166120,1,328
1880024480,1,289
1885787120,3,76
1890675240,3,161
1891027320,2,387
1891817600,1,515
1891997920,2,471
1892195440,2,602
1892195880,1,95
1892195480,3,529
1892810800,1,83
1892810600,2,137
1897763160,1,440
1897826480,1,52
1899390040,1,202
1903031080,1,510
1904278160,2,209
1912165400,2,82
1912728160,2,625
1913174080,1,66
1913883160,2,72
1914313400,3,55
1915569680,2,225
1917136920,1,462
1917137320,3,119
1917137080,2,239
1918262560,1,52
1918262360,3,71
1919939320,2,52
1921132440,2,83
1925333040,2,626
1925549200,2,616
1926759920,2,110
1927821720,3,90
1928326600,2,55
1928747720,3,80
1929053200,1,114
1931794800,1,479
1931794800,2,360
1935145640,1,50
1935702680,2,350
1935721680,3,527
1936429960,3,105
1936429800,1,167
1936429600,2,443
1937410400,3,334
1938993280,1,149
1941272480,3,112
1941688240,3,126
1943105520,2,532
1945910960,1,502
1947153320,1,332
1950371520,3,99
1951306480,2,499
1951488280,1,94
1952861160,1,599
1953781320,1,123
1953797680,2,208
1955009000,1,87
1955638880,2,81
1956271720,3,515
1959352680,2,109
1970276960,2,75
1970780120,1,283
1970970120,2,67
1972535880,3,89
1973877000,3,103
1975627840,3,79
1979054040,2,233
1979433280,2,103
1984325880,2,211
1985264200,3,657
1989951280,1,60
1990096480,2,89
1990619000,2,72
1993064960,3,409
1993159640,1,476
1996348000,2,601
1996501400,3,124
2001122920,2,83
2002413920,1,137
2002413760,3,286
2003614760,3,384
2003703880,1,254
2009999720,1,95
2011609240,1,54
2012210760,2,558
2012210840,3,444
2012517040,1,611
2013241800,1,331
2015040360,1,65
2016091320,1,94
2016268880,3,61
2025100760,1,182
2025906360,2,143
2026530480,2,276
2026950840,3,78
2027937720,2,576
2028466920,2,454
2032435080,2,56
2032465040,1,200
2032919440,1,151
2038766920,3,63
2039718000,1,397
2040080080,3,318
2041074040,1,147
2041809760,3,276
2044600960,1,404
2046682280,2,546
2051408440,1,630
2052932120,2,59
2056360640,1,103
2058425320,1,497
2062265760,3,163
2062397680,1,278
2062464800,1,183
2062464760,3,264
2063097960,1,197
2064261800,2,82
2072325720,1,488
2072396120,2,106
2072396080,3,112
2077230800,1,589
2079318680,2,83
2080573800,2,261
2081068880,1,351
2082296000,2,583
2082714360,1,578
2084751160,2,118
2085202200,2,599
2085202360,3,244
2086271800,3,174
2090525760,2,121
2093028320,2,574
2093028320,3,517
2094067000,2,606
2094326200,3,50
2094325520,2,314
2094793720,1,65
2095029640,3,63
2096585280,2,316
2097755000,3,415
2098338520,3,60
2105064880,2,265
2105676400,2,419
2107131760,2,263
2109976760,2,95
2114041880,1,176
2116883680,2,170
2117231240,3,124
2121139440,2,212
2122156240,3,60
2123321560,3,117
2123321520,2,142
2125216600,2,194
2127251880,2,150
2129878400,1,288
2133416040,3,703
2133698720,3,139
2136046960,1,292
2138223440,3,304
2139278720,3,118
2141425120,3,52
2142498000,2,204
2144901200,2,562
2146991560,1,204
2157039360,1,204
2158768000,2,209
2160922800,3,142
2160922720,1,179
2162052960,2,262
2163662920,2,591
2165548240,2,73
2168109600,3,117
2170625840,2,538
2171393760,2,576
2177786000,3,461
2179359240,3,611
2180476560,3,76
2185010400,1,59
2185202680,3,610
2185907600,3,654
2187653000,3,115
2188644160,3,98
2188644000,1,181
2190474520,3,51
2190487120,3,437
2190642000,2,70
2197272440,2,50
2198406960,2,587
2198883360,1,55
2200701400,1,632
2201246640,3,432
2202751240,2,91
2204951320,1,135
2206432440,2,81
2207635000,2,564
2207635400,3,101
2210245200,2,85
2210738120,1,369
2212902240,3,626
2218041800,1,369
2218202120,3,136
2220693880,2,112
2220856800,2,175
2220856640,3,472
2222001640,2,333
2222268680,1,50
2237647360,2,533
2240522920,1,214
2240953040,2,495
2241353560,1,308
2241763160,2,396
2242127840,1,60
2243101440,1,507
2243686920,2,86
2245282400,3,569
2247317560,2,64
2250159400,3,79
2253344600,3,623
2256306360,3,51
2256547880,3,128
2259857400,2,70
2262252960,2,543
2263434080,2,492
2263471880,3,88
2263855080,2,499
2264083280,2,65
2265014440,3,376
2265993000,3,160
2266445360,1,624
2268044160,2,348
2269175160,3,611
2271618440,3,122
2272259920,3,697
2273132520,1,50
2273695600,2,64
2276906440,2,69
2286922320,3,117
2287199160,3,88
2288315920,2,528
2296397240,3,249
2296785000,2,169
2297507560,1,78
2301211960,3,133
2304159520,2,114
2306420000,2,531
2307720000,1,77
2311631080,3,328
2312451880,2,282
2316352680,2,122
2317119640,1,57
2319592720,3,331
2319972000,3,437
2321567680,1,195
2327637560,1,315
2331261040,2,58
2332951560,2,122
2334214400,1,144
2334275720,3,65
2335117880,2,68
2335694440,3,678
2338329200,3,99
2338328960,2,198
2344427480,2,75
2347630600,2,51
2348956880,3,584
2349958480,2,320
2350008920,1,169
2350008840,3,211
2352523000,2,594
2352723800,1,68
2354002080,3,421
2354446560,2,116
2355949640,1,54
2362121040,2,134
2364079480,2,406
2364970960,1,262
2366357160,1,122
2366675640,2,72
2368511840,2,89
2369490440,2,506
2374605280,2,241
2383242440,1,414
2383407800,1,131
2387695960,2,167
2387815600,3,143
2387815320,2,473
2389128840,2,258
2392464680,3,86
2394723600,2,65
2400572560,3,622
2400573000,1,105
2402227080,2,544
2403255080,1,66
2403254880,3,104
2403254560,2,369
2404713920,1,52
2412543160,2,118
2417829400,2,94
2419969400,3,68
2420500360,2,101
2424669120,1,475
2425974600,2,535
2425974640,1,488
2425974600,3,525
2426601480,2,606
2426601480,3,688
2430785400,3,293
2430822360,2,532
2431244160,3,59
2431243520,2,606
2431737440,1,206
2436177320,3,653
2437208040,3,164
2438617520,2,613
2438781840,2,151
2439251960,3,214
2444521720,2,505
2445039280,2,583
2449840440,2,140
2452331160,3,80
2460172440,2,607
2462134920,2,277
2463868840,1,51
2465192840,1,409
2466091000,1,160
2467803800,2,144
2467803800,1,143
2470637560,1,442
2473056760,2,337
2475170920,3,662
2477614680,3,112
2478417120,3,83
2478785840,3,546
2479932400,3,628
2480056400,2,132
2481238400,3,250
2490769280,1,352
2497709120,3,472
2497709160,2,504
2498272840,2,133
2499129200,1,66
2499653440,3,87
2511507880,2,244
2512394400,2,122
2513005120,2,406
2513950400,2,82
2515536040,3,523
2520404240,2,563
2521189480,3,70
2523349560,1,53
2524143720,2,166
2525465360,3,702
2533877920,1,212
2534332240,1,60
2538437640,2,120
2543185000,2,59
2543551720,3,417
2546333880,3,67
2550318200,2,103
2551236920,1,399
2555421960,2,614
2556590480,3,647
2568496840,3,107
2569685840,2,185
2571458360,2,389
2572189480,1,106
2572856360,2,249
2573625320,2,245
2577682120,3,451
2578326760,1,75
2578326400,2,263
2584795000,2,238
2585281400,1,528
2586371760,2,525
2588001120,1,191
2588362560,2,352
2596714200,2,240
2597155520,3,108
2603017360,1,509
2605383920,3,645
2607763040,2,265
2609473640,2,125
2609830160,1,69
2610438600,1,348
2612366360,3,675
2613503680,3,676
2613771400,3,670
2615580040,1,157
2616952600,2,69
2618194560,2,242
2619457680,3,206
2620313520,2,358
2621388480,2,564
2621492120,2,360
2629160120,1,159
2630157200,2,353
2630170160,1,434
2630487880,2,116
2630996520,2,134
2632523480,1,99
2636239880,2,189
2642060240,3,645
2648651080,3,151
2649488360,3,679
2651889800,2,148
2654870000,3,96
2657244720,3,725
2657468840,2,254
2658550200,1,599
2658873760,1,103
2660803440,3,115
2661156800,3,269
2662838600,3,60
2671143240,2,67
2675321880,2,178
2677879880,1,71
2678735840,1,355
2678924480,3,184
2679141480,2,93
2683360040,1,84
2683883880,1,473
2683884040,3,187
2684219680,1,342
2685370320,3,51
2686749600,2,129
2689594960,1,70
2689993640,2,545
2690527920,2,348
2696366120,1,119
2697566960,1,383
2700402600,1,76
2700402080,3,567
2701231360,3,246
2702511120,2,639
2704164880,2,156
2707227560,3,645
2708233440,2,604
2709932120,2,360
2710197080,3,637
2712169720,3,715
2715420280,1,51
2716633720,2,68
2718679000,2,561
2719859440,2,81
2720308800,1,577
2720308920,2,285
2720473560,1,83
2721598920,1,79
2722760960,3,103
2724854360,1,356
2728163560,3,68
2730653160,2,132
2731988480,3,80
2739194120,1,307
2740830120,2,119
2741305920,2,113
2747295080,3,60
2748247320,2,215
2749331120,3,161
2750160400,3,344
2751684600,3,318
2753875040,2,567
2753875040,3,681
2754044800,2,108
2754583400,3,51
2756789000,3,543
2759510880,2,217
2763622200,2,574
2765604920,2,111
2768840880,1,434
2768840920,3,335
2770451400,3,508
2771513200,1,93
2774585480,2,104
2779389720,2,71
2784462400,1,91
2785963040,2,511
2789296480,2,627
2789730320,2,430
2794431200,3,483
2796057920,2,121
2797643480,3,273
2802335320,2,130
2803352640,3,174
2807117560,1,113
2808881360,3,707
2809123640,1,91
2813184720,2,130
2814650040,1,144
2814692880,2,400
2818698080,3,111
2819493840,2,62
2820274480,1,373
2822686120,3,150
2823593640,2,477
2823593880,3,163
2825706840,1,210
2826482880,2,68
2832254400,1,71
2833265400,2,613
2839413680,3,63
2842253760,2,102
2843380760,1,159
2844691800,3,91
2845552320,2,608
2848101960,3,400
2848722400,2,92
2849109880,2,185
2853767720,2,105
2856749680,3,78
2857248760,3,157
2859652880,1,260
2860103560,1,116
2860103400,2,194
2860103520,3,138
2862927920,3,555
2866450480,3,155
2866458240,3,382
2866705960,2,140
2867057840,2,70
2868963360,1,56
2870582160,2,552
2872131520,3,75
2872467760,3,668
2878101480,2,308
2881260720,3,80
2885869080,2,508
2886354520,2,366
2886640600,2,92
2894382920,1,532
2895876840,3,53
2899274680,1,89
2906114920,2,74
2907236080,2,556
2909180800,3,158
2910122440,1,131
2912809800,2,569
2914171400,3,473
2914361440,2,555
2915700520,3,466
2915700520,2,504
2915700520,1,511
2919905640,1,322
2922119840,1,62
2922119440,2,157
2929384760,2,534
2929648040,2,165
2931775560,1,78
2933405920,3,54
2933764880,2,380
2936305160,1,79
2936612160,3,359
2937555520,2,366
2944180800,3,391
2954108320,2,256
2956884960,2,274
2957592040,2,127
2957591720,3,485
2963164160,1,125
2964027440,3,316
2964644560,2,105
2965131160,2,494
2965131160,3,537
2965131240,1,394
2966139120,2,90
2966911200,2,317
2971699120,2,128
2971906080,3,127
2974071880,2,465
2974578360,1,59
2977853400,2,109
2979511600,3,113
2979511360,2,282
2979945880,3,687
2982721840,2,71
2986101560,1,77
2986115120,1,112
2991201160,3,683
2992618280,1,234
2994361080,1,237
2995780600,2,519
2996581320,3,386
2998804520,2,115
3000371960,2,570
3004077960,2,307
3005073200,2,54
3005472640,2,53
3010670120,2,556
3012554640,1,590
3014365320,3,209
3016417120,1,143
3017351080,3,59
3021919720,2,69
3023876560,2,63
3025378520,2,52
3026639240,3,63
3026639040,1,99
3026702800,2,148
3027559960,2,256
3030521040,2,239
3031184520,3,133
3034876960,3,510
3037511680,1,54
3040142680,1,169
3049572760,3,53
3051920680,3,493
3056979600,3,380
3058831080,3,224
3059990080,2,373
3065378040,2,530
3065710480,3,172
3067899160,1,192
3068696000,3,622
3069122680,2,109
3070154160,1,69
3076790600,1,550
3080767320,3,699
3087240400,3,64
3087811600,2,295
3090736680,1,90
3096979840,2,532
3107543400,3,584
3109397080,3,412
3111516600,1,50
3112624920,2,152
3113163960,1,272
3113468280,2,589
3115185120,1,184
3117413640,2,584
3119316440,1,460
3119316480,3,323
3121979480,1,83
3121979240,3,159
3125420600,1,50
3125986880,1,101
3125986560,2,391
3126171760,2,254
3127162120,2,593
3128037360,2,455
3130585240,2,243
3130711480,3,70
3130710960,2,572
3130711240,1,134
3131628080,1,150
3131628000,2,188
3132169000,2,233
3134292520,3,290
3134596480,1,112
3134596200,3,275
3135891880,2,74
